,ARTIST,SONG,FORM,LANGUAGE,YEAR,DECADE,VIEWS YOUTUBE,DATE & HOUR,GROUP HOUR,SHOW,NEWS SERVICE,STATION
694,Amarguinhas,Just Girls,Band,PT,1996,1990,,2021-07-12 04:46:00,4,Playlist,0,M80
695,Amy Winehouse,Rehab,Artist Female,EN,2006,2000,277741986.0,2021-07-12 04:50:00,4,Playlist,0,M80
696,Xutos & Pontapés,Contentores,Band,PT,1987,1980,,2021-07-12 04:55:00,4,Playlist,0,M80
697,Billy Idol,Mony Mony (live),Artist Male,EN,1981,1980,,2021-07-12 04:58:00,4,Playlist,0,M80
698,David Fonseca,Someone that Cannot Love,Artist Male,PT,2003,2000,402220.0,2021-07-12 05:02:00,5,Playlist,0,M80
699,Bryan Adams ft. Melanie C.,When You're Gone,Colab,EN,1998,1990,,2021-07-12 05:06:00,5,Playlist,0,M80
700,John Lennon,Imagine,Artist Male,EN,1971,1970,,2021-07-12 05:11:00,5,Playlist,0,M80
701,Lena d'Água,Demagogia,Artist Female,PT,1982,1980,,2021-07-12 05:16:00,5,Playlist,0,M80
702,Mike and the Mechanics,Over My Shoulder,Band,EN,1995,1990,,2021-07-12 05:19:00,5,Playlist,0,M80
703,Seu Jorge,Burguesinha,Artist Male,PT,2007,2000,,2021-07-12 05:23:00,5,Playlist,0,M80
704,Madonna,Like a Prayer,Artist Male,EN,1989,1980,,2021-07-12 05:26:00,5,Playlist,0,M80
705,Luís Represas,Feiticeira,Artist Male,PT,1996,1990,324823.0,2021-07-12 05:30:00,5,Playlist,0,M80
706,INXS,Never Tear Us Apart,Band,EN,1987,1980,,2021-07-12 05:35:00,5,Playlist,0,M80
707,GNR,Sub-16,Band,PT,1992,1990,107960.0,2021-07-12 05:41:00,5,Playlist,0,M80
708,U2,City of Blinding Lights,Band,EN,2004,2000,,2021-07-12 05:44:00,5,Playlist,0,M80
709,Heróis do Mar,Paixão,Band,PT,1983,1980,165946.0,2021-07-12 05:47:00,5,Playlist,0,M80
710,Black Eyed Peas,Where Is the Love,Band,EN,2003,2000,,2021-07-12 05:51:00,5,Playlist,0,M80
711,Gazebo,I Like Chopin,Artist Male,EN,1983,1980,,2021-07-12 05:55:00,5,Playlist,0,M80
712,Bill Medley,(I've Had) The Time of My Life,Artist Male,EN,1987,1980,,2021-07-12 06:00:00,6,Playlist,0,M80
713,Entre Aspas,Criatura da Noite,Band,PT,1993,1990,676794.0,2021-07-12 06:04:00,6,Playlist,0,M80
714,Depeche Mode,Enjoy the Silence,Band,EN,1990,1990,,2021-07-12 06:09:00,6,Playlist,0,M80
715,Rod Stewart,Da Ya Think I'm Sexy,Artist Male,EN,1978,1970,,2021-07-12 06:12:00,6,Playlist,0,M80
716,Paulo Gonzo,Falamos Depois,Artist Male,PT,2006,2000,,2021-07-12 06:18:00,6,Playlist,0,M80
717,Sheryl Crow,If It Makes You Happy,Artist Female,EN,1996,1990,,2021-07-12 06:23:00,6,Playlist,0,M80
718,Rozalla,Everybody's Free (To Feel Good),Artist Female,EN,1991,1990,,2021-07-12 06:27:00,6,Playlist,0,M80
719,Marisa Monte,Amor I Love You,Artist Female,PT,2000,2000,,2021-07-12 06:32:00,6,Playlist,0,M80
720,Rolling Stones,Start Me Up,Band,EN,1981,1980,,2021-07-12 06:36:00,6,Playlist,0,M80
721,Os Azeitonas,Anda comigo Ver os Aviões (live),Band,PT,2009,2000,,2021-07-12 06:39:00,6,Playlist,0,M80
722,Aztec Camera,Somewhere in My Heart,Band,EN,1987,1980,,2021-07-12 06:42:00,6,Playlist,0,M80
723,Expensive Soul,O Amor É Mágico,Band,PT,2010,2010,,2021-07-12 06:47:00,6,Playlist,0,M80
724,Silence 4,A little Respect,Band,PT,1998,1990,,2021-07-12 06:51:00,6,Playlist,0,M80
725,James Brown,I Got You (I Feel Good),Artist Male,EN,1975,1975,,2021-07-12 06:55:00,6,Playlist,0,M80
726,Erasure,Sometimes,Band,EN,1986,1980,,2021-07-12 06:59:00,6,Playlist,0,M80
727,Tribalistas,Já Sei Namorar,Band,PT,2002,2000,,2021-07-12 07:09:00,7,Manhãs da M80,1,M80
728,Phil Collins,Can't Stop Loving You,Artist Male,EN,2002,2000,,2021-07-12 07:12:00,7,Manhãs da M80,1,M80
729,Billy Idol,White Wedding,Artist Male,EN,1982,1980,,2021-07-12 07:16:00,7,Manhãs da M80,1,M80
730,Bryan Adams,Somebody,Artist Male,EN,1984,1980,,2021-07-12 07:20:00,7,Manhãs da M80,1,M80
731,Status Quo,In the Army Now,Band,EN,1986,1980,,2021-07-12 07:25:00,7,Manhãs da M80,1,M80
732,Santana,Corazón Espinado,Artist Male,ES,1999,1990,,2021-07-12 07:34:00,7,Manhãs da M80,1,M80
733,The Buggles,Video Killed the Radio Star,Band,EN,1981,1980,,2021-07-12 07:38:00,7,Manhãs da M80,1,M80
734,Daft Punk,One more Time,Band,EN,2000,2000,,2021-07-12 07:44:00,7,Manhãs da M80,1,M80
735,Joe Cocker,Unchain My Heart,Artist Male,EN,1987,1980,,2021-07-12 07:57:00,7,Manhãs da M80,1,M80
736,Stevie Wonder,Part Time Lover,Artist Male,EN,1985,1980,,2021-07-12 08:09:00,8,Manhãs da M80,1,M80
737,Justin Timberlake,Rock Your Body,Artist Male,EN,2002,2000,,2021-07-12 08:16:00,8,Manhãs da M80,1,M80
738,Red Hot Chili Peppers,Otherside,Band,EN,1999,1990,,2021-07-12 08:21:00,8,Manhãs da M80,1,M80
739,Pet Shop Boys,It's a Sin,Band,EN,1987,1980,,2021-07-12 08:28:00,8,Manhãs da M80,1,M80
740,Heróis do Mar,Amor,Band,PT,1982,1980,,2021-07-12 08:37:00,8,Manhãs da M80,1,M80
741,"Earth, Wind & Fire",September,Band,EN,1978,1970,,2021-07-12 08:42:00,8,Manhãs da M80,1,M80
742,The Pretenders,Back on the Chain Gang,Band,EN,1983,1980,,2021-07-12 08:48:00,8,Manhãs da M80,1,M80
743,Stranglers,Always the Sun,Band,EN,1986,1980,7752845.0,2021-07-12 08:54:00,8,Manhãs da M80,1,M80
744,Billy Joel,Uptown Girl,Artist Male,EN,1983,1980,,2021-07-12 08:58:00,8,Manhãs da M80,1,M80
745,Diana Ross,Upside Down,Artist Female,EN,1980,1980,,2021-07-12 09:10:00,9,Manhãs da M80,1,M80
746,The Communards,Don't Leave Me this Way,Band,EN,1986,1980,,2021-07-12 09:13:00,9,Manhãs da M80,1,M80
747,Bee Gees,Night Fever,Band,EN,1977,1970,,2021-07-12 09:22:00,9,Manhãs da M80,1,M80
748,GNR,Sub-16,Band,PT,1992,1990,107960.0,2021-07-12 09:40:00,9,Manhãs da M80,1,M80
749,Morcheeba,Rome Wasn't Built in a Day,Band,EN,2000,2000,,2021-07-12 09:44:00,9,Manhãs da M80,1,M80
750,Robbie Williams,Feel,Artist Male,EN,2002,2000,,2021-07-12 09:50:00,9,Manhãs da M80,1,M80
751,The Waterboys,The Whole of the Moon,Band,EN,1985,1980,,2021-07-12 09:53:00,9,Manhãs da M80,1,M80
752,Peter Andre,Mysterious Girl,Artist Male,EN,1995,1990,65814664.0,2021-07-12 09:57:00,9,Manhãs da M80,1,M80
753,Delfins,A Cor Azul,Band,PT,1996,1990,199695.0,2021-07-12 10:10:00,10,Manhãs da M80,1,M80
754,Ugly Kid Joe,Cats in the Craddle,Band,EN,1992,1990,,2021-07-12 10:14:00,10,Manhãs da M80,1,M80
755,Whitney Houston,I'm every Woman,Artist Female,EN,1992,1990,,2021-07-12 10:19:00,10,Manhãs da M80,1,M80
756,Snap!,The Power,Artist Male,EN,1990,1990,,2021-07-12 10:25:00,10,Manhãs da M80,1,M80
757,Jon Bon Jovi,Midnight in Chelsea,Artist Male,EN,1997,1990,,2021-07-12 10:33:00,10,Manhãs da M80,1,M80
758,Spin Doctors,Little Miss Can't Be Wrong,Band,EN,1991,1990,,2021-07-12 10:37:00,10,Manhãs da M80,1,M80
759,Oasis,Don't Look Back in Anger,Band,EN,1995,1990,,2021-07-12 10:42:00,10,Manhãs da M80,1,M80
760,Despe e Siga,Bué de Baldas,Band,PT,1994,1990,,2021-07-12 10:48:00,10,Manhãs da M80,1,M80
761,Vengaboys,Shalala Lala,Band,EN,2000,2000,,2021-07-12 10:52:00,10,Manhãs da M80,1,M80
762,Irene Cara,Flashdance... What a Feeling,Artist Female,EN,1983,1980,,2021-07-12 10:56:00,10,Manhãs da M80,1,M80
763,Blackout,Paixão,Band,PT,1995,1990,,2021-07-12 11:05:00,11,Playlist,1,M80
764,Savage Garden,To the Moon and Back,Band,EN,1997,1990,,2021-07-12 11:09:00,11,Playlist,1,M80
765,Starship,Nothing's Gonna Stop Us Now,Band,EN,1987,1980,,2021-07-12 11:12:00,11,Playlist,1,M80
766,Ritual Tejo,Saudade,Band,PT,1992,1990,,2021-07-12 11:19:00,11,Playlist,1,M80
767,Rod Stewart,Have I Told You Lately,Artist Male,EN,1991,1990,,2021-07-12 11:23:00,11,Playlist,1,M80
768,Philip Bailey ft. Phil Collins,Easy Lover,Colab,EN,1985,1980,,2021-07-12 11:27:00,11,Playlist,1,M80
769,Sétima Legião,Sete Mares,Band,PT,1987,1980,,2021-07-12 11:31:00,11,Playlist,1,M80
770,Police,Message in a Bottle,Band,EN,1979,1970,,2021-07-12 11:36:00,11,Playlist,1,M80
771,Alphaville,Forever Young,Band,EN,1984,1980,,2021-07-12 11:40:00,11,Playlist,1,M80
772,Xutos & Pontapés,Manhã Submersa,Band,PT,1997,1990,,2021-07-12 11:48:00,11,Playlist,1,M80
773,U2,Beautiful Day,Band,EN,2000,2000,,2021-07-12 11:51:00,11,Playlist,1,M80
774,Lionel Richie,Say You Say Me,Artist Male,EN,1986,1980,,2021-07-12 11:56:00,11,Playlist,1,M80
775,Ana Free,In My Place,Artist Female,PT,2009,2000,908497.0,2021-07-12 12:04:00,12,Playlist,1,M80
776,Counting Crows,Mr. Jones,Band,EN,1993,1990,,2021-07-12 12:08:00,12,Playlist,1,M80
777,Eurythmics,When Tomorrow Comes,Band,EN,1986,1980,,2021-07-12 12:13:00,12,Playlist,1,M80
778,Taxi,Chiclete,Band,PT,1981,1980,,2021-07-12 12:21:00,12,Playlist,1,M80
779,Skunk Anansie,You'll Follow Me Down,Band,EN,1999,1990,,2021-07-12 12:25:00,12,Playlist,1,M80
780,Orchestral Manoeuvres in the Dark,Enola Gay,Band,EN,1980,1980,37033502.0,2021-07-12 12:29:00,12,Playlist,1,M80
781,Amor Electro,Rosa Sangue,Band,PT,2011,2010,,2021-07-12 12:33:00,12,Playlist,1,M80
782,Queen,Love of My Life (live),Band,EN,1975,1970,,2021-07-12 12:36:00,12,Playlist,1,M80
783,Bryan Adams,Summer of 69,Artist Male,EN,1984,1980,,2021-07-12 12:40:00,12,Playlist,1,M80
784,Pedro Abrunhosa,Lua,Artist Male,PT,1994,1990,,2021-07-12 12:47:00,12,Playlist,1,M80
785,Mika,"Relax, Take It Easy",Artist Male,EN,2007,2000,,2021-07-12 12:51:00,12,Playlist,1,M80
786,Billy Idol,Eyes without a Face,Artist Male,EN,1983,1980,,2021-07-12 12:55:00,12,Playlist,1,M80
787,Seu Jorge,Amiga da Minha Mulher,Artist Male,PT,2011,2010,,2021-07-12 13:04:00,13,Playlist,1,M80
788,Michael Bolton,When a Man Loves a Woman,Artist Male,EN,1991,1990,,2021-07-12 13:09:00,13,Playlist,1,M80
789,Fire Inc.,Nowhere Fast,Band,EN,1984,1980,1625571.0,2021-07-12 13:13:00,13,Playlist,1,M80
790,Rita Lee,Lança Perfume,Artist Female,PT,1980,1980,,2021-07-12 13:20:00,13,Playlist,1,M80
791,Aerosmith,I Don't Want to Miss a Thing,Band,EN,1998,1990,,2021-07-12 13:26:00,13,Playlist,1,M80
792,Climie Fisher,Love Changes (Everything),Band,EN,1987,1980,,2021-07-12 13:31:00,13,Playlist,1,M80
793,Anjos,Ficarei,Band,PT,1999,1990,,2021-07-12 13:35:00,13,Playlist,1,M80
794,Blondie,Heart of Glass,Band,EN,1978,1970,,2021-07-12 13:39:00,13,Playlist,1,M80
795,Crowded House,Don't Dream It's Over,Band,EN,1986,1980,,2021-07-12 13:42:00,13,Playlist,1,M80
796,Susana Félix,Um Lugar Encantado,Artist Female,PT,1999,1990,21693.0,2021-07-12 13:50:00,13,Playlist,1,M80
797,Reamonn,Star,Band,EN,2003,2000,,2021-07-12 13:53:00,13,Playlist,1,M80
798,Frankie Goes to Hollywood,The Power of Love,Band,EN,1984,1980,,2021-07-12 13:57:00,13,Playlist,1,M80
799,Vanessa da Mata,Não Me Deixe Só,Artist Female,PT,2002,2000,,2021-07-12 14:05:00,14,Playlist,1,M80
800,Sting,If I ever Lose My Faith in You,Band,EN,1993,1990,,2021-07-12 14:11:00,14,Playlist,1,M80
801,U2,I still Haven't Found what I'm Looking For,Band,EN,1987,1980,102657131.0,2021-07-12 14:14:00,14,Playlist,1,M80
802,Amália Hoje,Foi Deus,Band,PT,2009,2000,,2021-07-12 14:20:00,14,Playlist,1,M80
803,Roxette,It Must Have Been Love,Band,EN,1990,1990,,2021-07-12 14:24:00,14,Playlist,1,M80
804,Prince,Kiss,Artist Male,EN,1986,1980,50832964.0,2021-07-12 14:29:00,14,Playlist,1,M80
805,Resistência,Circo de Feras,Band,PT,1991,1990,,2021-07-12 14:33:00,14,Playlist,1,M80
806,Rod Stewart,I Don't Want to Talk about It,Artist Male,EN,1975,1970,,2021-07-12 14:37:00,14,Playlist,1,M80
807,Laura Branigan,Self Control,Artist Female,EN,1984,1980,,2021-07-12 14:40:00,14,Playlist,1,M80
808,Fingertips,Melancholic Ballad (For the Leftlovers),Band,PT,2003,2000,,2021-07-12 14:47:00,14,Playlist,1,M80
809,Keane,Somewhere only We Know,Band,EN,2004,2000,,2021-07-12 14:51:00,14,Playlist,1,M80
810,LeAnn Rimes,Can't Fight the Moonlight,Artist Female,EN,2000,2000,,2021-07-12 14:55:00,14,Playlist,1,M80
811,Midnight Oil,Beds Are Burning,Band,EN,1987,1980,,2021-07-12 14:59:00,14,Playlist,1,M80
812,Manuela Moura Guedes,"Foram Cardos, Foram Prosas",Artist Female,PT,1981,1980,,2021-07-12 15:06:00,15,Playlist,1,M80
813,Annie Lennox,A Whiter Shade of Pale,Artist Female,EN,1995,1990,,2021-07-12 15:10:00,15,Playlist,1,M80
814,Bryan Adams,Heaven,Artist Male,EN,1984,1980,,2021-07-12 15:13:00,15,Playlist,1,M80
815,GNR,Las Vagas,Band,PT,1994,1990,,2021-07-12 15:22:00,15,Playlist,1,M80
816,Alannah Myles,Black Velvet,Artist Female,EN,1989,1980,,2021-07-12 15:26:00,15,Playlist,1,M80
817,Bee Gees,You Win Again,Band,EN,1987,1980,,2021-07-12 15:30:00,15,Playlist,1,M80
818,Entre Aspas,Voltas,Band,PT,1993,1990,,2021-07-12 15:34:00,15,Playlist,1,M80
819,Queen,We Will Rock You,Band,EN,1977,1970,,2021-07-12 15:38:00,15,Playlist,1,M80
820,Phil Collins,Against all Odds,Artist Male,EN,1981,1980,,2021-07-12 15:42:00,15,Playlist,1,M80
821,Alcoolémia,Não Sei se Mereço,Band,PT,1995,1990,,2021-07-12 15:46:00,15,Playlist,1,M80
822,Maroon 5,This Love,Band,EN,2002,2000,,2021-07-12 15:49:00,15,Playlist,1,M80
823,The Cure,Just Like Heaven,Band,EN,1987,1980,,2021-07-12 15:54:00,15,Playlist,1,M80
824,F.R. David,Words,Artist Male,EN,1982,1980,,2021-07-12 15:57:00,15,Playlist,1,M80
825,Marisa Monte,Beija Eu,Artist Female,PT,1991,1990,,2021-07-12 16:06:00,16,Playlist,1,M80
826,Eros Ramazzotti,Più Bella Cosa,Artist Male,IT,1996,1990,,2021-07-12 16:10:00,16,Playlist,1,M80
827,Guns n' Roses,Sweet Child O' Mine,Band,EN,1987,1980,1270001134.0,2021-07-12 16:13:00,16,Playlist,1,M80
828,Ricardo Azevedo,Pequeno T2,Artist Male,PT,2009,2000,,2021-07-12 16:21:00,16,Playlist,1,M80
829,Puff Daddy,I'll Be Missing You,Artist Male,EN,1997,1990,44930072.0,2021-07-12 16:25:00,16,Playlist,1,M80
830,Heart,Alone,Band,EN,1987,1980,,2021-07-12 16:28:00,16,Playlist,1,M80
831,Rita Lee,Baila Comigo,Artist Female,PT,1980,1980,,2021-07-12 16:32:00,16,Playlist,1,M80
832,ABBA,Mamma Mia,Band,EN,1975,1970,,2021-07-12 16:35:00,16,Playlist,1,M80
833,Bonnie Tyler,Holding Out for a Hero,Artist Female,EN,1984,1980,,2021-07-12 16:39:00,16,Playlist,1,M80
834,André Sardet,O Azul do Céu,Artist Male,PT,1996,1990,,2021-07-12 16:45:00,16,Playlist,1,M80
835,Lighthouse Family,I wish i knew how it would to be free/one,Band,EN,2001,2000,,2021-07-12 16:50:00,16,Playlist,1,M80
836,Train,"Hey, Soul Sister",Band,EN,2009,2000,,2021-07-12 16:53:00,16,Playlist,1,M80
837,Irene Cara,Fame,Artist Female,EN,1980,1980,,2021-07-12 16:57:00,16,Playlist,1,M80
838,Vanessa da Mata ft. Ben Harper,"Boa sorte, good luck",Colab,PT,2007,2000,20157422.0,2021-07-12 17:08:00,17,Regresso a Casa,1,M80
839,Roxette,Spending My Time,Band,EN,1991,1990,,2021-07-12 17:12:00,17,Regresso a Casa,1,M80
840,Bon Jovi,Livin' on a Prayer,Band,EN,1986,1980,,2021-07-12 17:16:00,17,Regresso a Casa,1,M80
841,GNR,Popless,Band,PT,2000,2000,362179.0,2021-07-12 17:24:00,17,Regresso a Casa,1,M80
842,REM,Shiny Happy People,Band,EN,1991,1990,,2021-07-12 17:27:00,17,Regresso a Casa,1,M80
843,John Mellencamp,Hurts so Good,Artist Male,EN,1982,1980,26389312.0,2021-07-12 17:32:00,17,Regresso a Casa,1,M80
844,D'ZRT,Para Mim Tanto Faz,Band,PT,2005,2000,,2021-07-12 17:37:00,17,Regresso a Casa,1,M80
845,Melanie C,First Day of My Life,Artist Female,EN,2005,2000,,2021-07-12 17:41:00,17,Regresso a Casa,1,M80
846,Chris Rea,The Road to Hell,Artist Male,EN,1989,1980,,2021-07-12 17:44:00,17,Regresso a Casa,1,M80
847,Status Quo,Whatever You Want,Band,EN,1979,1970,,2021-07-12 17:51:00,17,Regresso a Casa,1,M80
848,João Pedro Pais,Um Resto de Tudo,Artist Male,PT,2002,2000,397651.0,2021-07-12 17:55:00,17,Regresso a Casa,1,M80
849,Feargal Sharkey,A Good Heart,Artist Male,EN,1985,1980,,2021-07-12 17:58:00,17,Regresso a Casa,1,M80
850,Rádio Macau,O Anzol,Band,PT,1989,1980,,2021-07-12 18:09:00,18,Regresso a Casa,1,M80
851,Cliff Richard,Dreamin',Artist Male,EN,1980,1980,,2021-07-12 18:13:00,18,Regresso a Casa,1,M80
852,Time Bandits,Endless Road,Band,EN,1985,1980,,2021-07-12 18:16:00,18,Regresso a Casa,1,M80
853,Red Box,Lean on Me (Ah-Li-Ayo),Band,EN,1986,1980,,2021-07-12 18:28:00,18,Regresso a Casa,1,M80
854,Then Jerico,Big Area,Band,EN,1989,1980,,2021-07-12 18:32:00,18,Regresso a Casa,1,M80
855,Heróis do Mar,Paixão,Band,PT,1983,1980,165946.0,2021-07-12 18:38:00,18,Regresso a Casa,1,M80
856,Belinda Carlisle,Leave a Light On,Artist Female,EN,1989,1980,,2021-07-12 18:43:00,18,Regresso a Casa,1,M80
857,Yazoo,Don't Go,Band,EN,1982,1980,,2021-07-12 18:47:00,18,Regresso a Casa,1,M80
858,Bruce Hornsby,The Way It Is,Artist Male,EN,1986,1980,,2021-07-12 18:55:00,18,Regresso a Casa,1,M80
859,Whitesnake,Here I Go Again,Band,EN,1982,1980,,2021-07-12 18:57:00,18,Regresso a Casa,1,M80
860,Xutos & Pontapés,Circo de Feras,Band,PT,1987,1980,,2021-07-12 19:08:00,19,Regresso a Casa,1,M80
861,Christina Aguilera,Lady Marmalade,Artist Female,EN,2001,2000,402700709.0,2021-07-12 19:13:00,19,Regresso a Casa,1,M80
862,Bruce Springsteen,Born in the USA,Artist Male,EN,1984,1980,,2021-07-12 19:17:00,19,Regresso a Casa,1,M80
863,Delfins,1 só Céu,Band,PT,1988,1980,,2021-07-12 19:23:00,19,Regresso a Casa,1,M80
864,Scorpions,Wind of Change,Band,EN,1990,1990,,2021-07-12 19:27:00,19,Regresso a Casa,1,M80
865,The Pretenders,Don't Get Me Wrong,Band,EN,1986,1980,,2021-07-12 19:31:00,19,Regresso a Casa,1,M80
866,Pedro Abrunhosa,Para os Braços da Minha Mãe,Artist Male,PT,2013,2010,,2021-07-12 19:38:00,19,Regresso a Casa,1,M80
867,Gnarls Barkley,Crazy,Band,EN,2006,2000,,2021-07-12 19:42:00,19,Regresso a Casa,1,M80
868,Kiss,I Was Made for Loving You,Band,EN,1979,1970,253038100.0,2021-07-12 19:46:00,19,Regresso a Casa,1,M80
869,Da Weasel,Dialectos da Ternura,Band,PT,2007,2000,,2021-07-12 19:51:00,19,Regresso a Casa,1,M80
870,A-Ha,The Sun always Shines on Tv,Band,EN,1985,1980,,2021-07-12 19:56:00,19,Regresso a Casa,1,M80
871,Toranja,Carta,Band,PT,2003,2000,1255189.0,2021-07-12 20:05:00,20,Playlist,0,M80
872,Robbie Williams,She's the One,Artist Male,EN,1999,1990,,2021-07-12 20:09:00,20,Playlist,0,M80
873,Bryan Adams,One Night Love Affair,Artist Male,EN,1984,1980,,2021-07-12 20:13:00,20,Playlist,0,M80
874,Ban,Irreal Social,Band,PT,1988,1980,,2021-07-12 20:20:00,20,Playlist,0,M80
875,U2,Mysterious Ways,Band,EN,1991,1990,,2021-07-12 20:24:00,20,Playlist,0,M80
876,The Bangles,Manic Monday,Band,EN,1986,1980,,2021-07-12 20:28:00,20,Playlist,0,M80
877,Aurea,Busy (For Me),Artist Female,PT,2010,2010,,2021-07-12 20:32:00,20,Playlist,0,M80
878,Kate Bush,Wuthering Heights,Artist Female,EN,1978,1970,,2021-07-12 20:34:00,20,Playlist,0,M80
879,Simple Minds,Don't You (Forget about Me),Band,EN,1985,1980,,2021-07-12 20:38:00,20,Playlist,0,M80
880,GNR,Dunas,Band,PT,1985,1980,3857888.0,2021-07-12 20:44:00,20,Playlist,0,M80
881,The Corrs,Breathless,Band,EN,2000,2000,,2021-07-12 20:49:00,20,Playlist,0,M80
882,Edwyn Collins,A Girl Like You,Artist Male,EN,1994,1990,,2021-07-12 20:55:00,20,Playlist,0,M80
883,The Cars,Drive,Band,EN,1984,1980,,2021-07-12 20:58:00,20,Playlist,0,M80
884,Rui Veloso,Chico Fininho,Artist Male,PT,1980,1980,,2021-07-12 21:03:00,21,Playlist,0,M80
885,Queen,Heaven for Everyone,Band,EN,1995,1990,,2021-07-12 21:07:00,21,Playlist,0,M80
886,Paul Young,Everytime You Go Away,Artist Male,EN,1985,1980,,2021-07-12 21:09:00,21,Playlist,0,M80
887,Skank,Resposta,Band,PT,1998,1990,,2021-07-12 21:15:00,21,Playlist,0,M80
888,Mariah Carey,Without You,Artist Female,EN,1993,1990,,2021-07-12 21:19:00,21,Playlist,0,M80
889,Bruce Springsteen,Dancing in the Dark,Artist Male,EN,1984,1980,,2021-07-12 21:23:00,21,Playlist,0,M80
890,EZ Special,Daisy,Band,PT,2003,2000,,2021-07-12 21:26:00,21,Playlist,0,M80
891,Robert Palmer,Bad Case of Loving You,Artist Male,EN,1979,1970,,2021-07-12 21:30:00,21,Playlist,0,M80
892,Iggy Pop,Real Wild Child,Artist Male,EN,1986,1980,,2021-07-12 21:34:00,21,Playlist,0,M80
893,Diva,Amor Errante,Band,PT,1990,1990,,2021-07-12 21:38:00,21,Playlist,0,M80
894,REM,Imitation of Life,Band,EN,2001,2000,,2021-07-12 21:42:00,21,Playlist,0,M80
895,Billy Ocean,"When the Going Gets Tough, The Tough Get Going",Artist Male,EN,1985,1980,,2021-07-12 21:45:00,21,Playlist,0,M80
896,Lúcia Moniz,Try Again,Artist Female,PT,1999,1990,,2021-07-12 21:49:00,21,Playlist,0,M80
897,Belinda Carlisle,I Get Weak,Artist Female,EN,1987,1980,,2021-07-12 21:53:00,21,Playlist,0,M80
898,Queen,The Show Must Go On,Band,EN,1991,1990,,2021-07-12 21:57:00,21,Playlist,0,M80
899,Queen,Breakthru,Band,EN,1989,1980,,2021-07-12 23:54:00,23,Playlist,0,M80
900,Lionel Richie,All night long,Artist Male,EN,1983,1980,,2021-07-12 00:56:00,0,Conversas Cruzadas,1,Renascença
901,Matias Damásio,Nada mudou,Artist Male,PT,2018,2010,,2021-07-12 01:04:00,1,Playlist,1,Renascença
902,Geri Halliwell,It's raining men,Artist Female,EN,2001,2000,,2021-07-12 01:07:00,1,Playlist,1,Renascença
903,Wham,Wake me up before you go go ,Band,EN,1984,1980,,2021-07-12 01:10:00,1,Playlist,1,Renascença
904,Mariza,Mãe,Artist Female,PT,2021,2020,,2021-07-12 01:15:00,1,Playlist,1,Renascença
905,REM,Everybody hurts,Band,EN,1992,1990,,2021-07-12 01:18:00,1,Playlist,1,Renascença
906,U2,(Pride) in the name of love,Band,EN,1984,1980,85838262.0,2021-07-12 01:23:00,1,Playlist,1,Renascença
907,Delfins,Ao passar um navio,Band,PT,1993,1990,,2021-07-12 01:26:00,1,Playlist,1,Renascença
908,Adele,Someone like you,Artist Female,EN,2011,2010,,2021-07-12 01:29:00,1,Playlist,1,Renascença
909,HMB ft. Rui Veloso,Lembra-te de mim,Colab,PT,2021,2020,,2021-07-12 01:34:00,1,Playlist,1,Renascença
910,Simple Minds,Alive and kicking,Band,EN,1985,1980,,2021-07-12 01:39:00,1,Playlist,1,Renascença
911,Ala dos Namorados,Fim do mundo,Band,PT,2000,2000,,2021-07-12 01:44:00,1,Playlist,1,Renascença
912,Duffy,Mercy,Artist Female,EN,2008,2000,,2021-07-12 01:47:00,1,Playlist,1,Renascença
913,Paulo Gonzo ft. Ana Carolina,Quem de nós dois,Colab,PT,2013,2010,,2021-07-12 01:51:00,1,Playlist,1,Renascença
914,Simply Red,For your babies,Band,PT,1991,1990,,2021-07-12 01:56:00,1,Playlist,1,Renascença
915,Time Bandids,Endless road,Band,EN,1985,1980,,2021-07-12 02:04:00,2,Playlist,1,Renascença
916,Anselmo Ralph,Não me toca,Artist Male,PT,2011,2010,81132654.0,2021-07-12 02:08:00,2,Playlist,1,Renascença
917,Youssou N'Dour ft. Neneh Cherry,Seven seconds,Colab,EN,1994,1990,,2021-07-12 02:11:00,2,Playlist,1,Renascença
918,Dire Straits,So far away,Band,EN,1985,1980,,2021-07-12 02:14:00,2,Playlist,1,Renascença
919,Ana Moura,Desfado,Artist Female,PT,2012,2010,,2021-07-12 02:18:00,2,Playlist,1,Renascença
920,Ed Sheeran,Shape of you,Artist Male,EN,2017,2010,,2021-07-12 02:21:00,2,Playlist,1,Renascença
921,Survivor,Eye of the tiger,Band,EN,1982,1980,,2021-07-12 02:24:00,2,Playlist,1,Renascença
922,Sara Correia,Chegou tão tarde,Artist Female,PT,2020,2020,,2021-07-12 02:28:00,2,Playlist,1,Renascença
923,Amy MacDonald,This is the life,Artist Female,EN,2007,2000,,2021-07-12 02:32:00,2,Playlist,1,Renascença
924,Fernando Daniel,Espera,Artist Male,PT,2018,2010,,2021-07-12 02:35:00,2,Playlist,1,Renascença
925,Madonna,Frozen,Artist Female,EN,1998,1990,,2021-07-12 02:39:00,2,Playlist,1,Renascença
926,Nuno Ribeiro,Tarde demais,Artist Male,PT,2020,2020,,2021-07-12 02:42:00,2,Playlist,1,Renascença
927,John Lennon,Woman,Artist Male,PT,1980,1980,,2021-07-12 02:46:00,2,Playlist,1,Renascença
928,Daniela Mercury,Nobre vagabundo,Artist Female,EN,1996,1990,,2021-07-12 02:49:00,2,Playlist,1,Renascença
