ARTIST,SONG,FORM,LANGUAGE,YEAR,DECADE,VIEWS YOUTUBE,DATE,HOUR,GROUP HOUR,SHOW,NEWS SERVICE,STATION
Giulia Be ft. Luan Santana,Inesquecível,Colab,PT,2020,2020,41438425,12-7-2021,12:43,12,Playlist,1,RFM
Sam Smith,Diamonds,Artist Male,EN,2020,2020,93891964,12-7-2021,12:46,12,Playlist,1,RFM
The Weeknd,Blinding lights,Artist Male,EN,2020,2020,,12-7-2021,12:56,12,Playlist,1,RFM
Fire Inc.,Nowhere Fast,Band,EN,1984,1980,1625571,12-7-2021,12:59,12,Playlist,1,RFM
Beatriz Rosário,Ficamos por aqui,Artist Female,PT,2021,2020,,12-7-2021,13:02,13,Playlist,1,RFM
Imagine Dragons,Follow you,Band,EN,2021,2020,,12-7-2021,13:06,13,Playlist,1,RFM
Calema,Vai,Artist Male,PT,2017,2010,64982796,12-7-2021,13:09,13,Playlist,1,RFM
Coldplay,A sky full of stars,Band,EN,2014,2010,,12-7-2021,13:14,13,Playlist,1,RFM
Irene Cara,Flashdance... what a feeling,Artist Female,EN,1983,1980,,12-7-2021,13:18,13,Playlist,1,RFM
Nena,Portas do sol,Artist Female,PT,2020,2020,,12-7-2021,13:21,13,Playlist,1,RFM
Eric Prydz,Call on me,Artist Male,EN,2004,2000,,12-7-2021,13:26,13,Playlist,1,RFM
Anselmo Ralph,O fim do mundo,Artist Male,PT,2020,2020,3150356,12-7-2021,13:28,13,Playlist,1,RFM
Zoe Wees,Control,Artist Female,EN,2021,2020,,12-7-2021,13:35,13,Playlist,1,RFM
Syro,Casa,Artist Male,PT,2021,2020,,12-7-2021,13:38,13,Playlist,1,RFM
Justin Welligton,Iko iko,Artist Male,EN,2019,2010,26612049,12-7-2021,13:42,13,Playlist,1,RFM
Maroon 5 ft. Megan Thee Stallion,Beautiful mistakes,Colab,EN,2021,2020,,12-7-2021,13:44,13,Playlist,1,RFM
"Riton ft. Nightcrawlers, Mufasa e Hyperman",Friday,Colab,EN,2021,2020,,12-7-2021,13:54,13,Playlist,1,RFM
Imagine Dragons,Thunder,Band,EN,2017,2010,,12-7-2021,13:56,13,Playlist,1,RFM
Nininho Vaz Maia,Pega-te a mim,Artist Male,PT,2021,2020,,12-7-2021,13:59,13,Playlist,1,RFM
"Martin Garrix ft. Bono, The Edge",We are the people,Colab,EN,2021,2020,,12-7-2021,14:02,14,Playlist,1,RFM
John Mellencamp,Hurts So Good,Artist Male,EN,1982,1980,26389312,12-7-2021,14:05,14,Playlist,1,RFM
Noble,Beautiful,Artist Male,PT,2021,2020,1346925,12-7-2021,14:09,14,Playlist,1,RFM
David Guetta,Memories (version 2021),Artist Male,EN,2021,2020,,12-7-2021,14:12,14,Playlist,1,RFM
HMB,Peito,Artist Male,PT,2017,2010,,12-7-2021,14:15,14,Playlist,1,RFM
Mike Posner,I took a pill in ibiza,Artist Male,EN,2016,2010,,12-7-2021,14:19,14,Playlist,1,RFM
"ATB ft. Topic, A7S",Your love (9PM),Colab,EN,2021,2020,,12-7-2021,14:23,14,Playlist,1,RFM
Carlão,Assobia para o lado,Artist Male,PT,2020,2020,,12-7-2021,14:26,14,Playlist,1,RFM
Bryan Adams,Summer of 69,Artist Male,EN,1984,1980,,12-7-2021,14:29,14,Playlist,1,RFM
Joel Corry ft. MNEK,Head & heart,Colab,EN,2020,2020,,12-7-2021,14:32,14,Playlist,1,RFM
Matias Damásio ft. Heber,Loucos,Colab,PT,2015,2010,,12-7-2021,14:35,14,Playlist,1,RFM
Lightouse Family,Free,Band,EN,2002,2000,,12-7-2021,14:38,14,Playlist,1,RFM
"Major Lazer ft. Fia, Labrinth",Titans,Colab,EN,2020,2020,,12-7-2021,14:43,14,Playlist,1,RFM
Justin Bieber ft. Benny Blanco,Lonely,Colab,EN,2020,2020,,12-7-2021,14:55,14,Playlist,1,RFM
Amor Electro,Rosa sangue,Band,PT,2011,2010,,12-7-2021,14:57,14,Playlist,1,RFM
Madonna,Like a prayer,Artist Female,EN,1989,1980,,12-7-2021,15:01,15,Playlist,1,RFM
Flo Rida,Club can't handle me,Artist Male,EN,2010,2010,375691193,12-7-2021,15:06,15,Playlist,1,RFM
Nuno Ribeiro ft. Ainoa Buitrago,Por ti,Colab,PT,2020,2020,,12-7-2021,15:09,15,Playlist,1,RFM
Pink ft. Willow Sage Heart,Cover me in sunshine,Colab,EN,2021,2020,42677453,12-7-2021,15:13,15,Playlist,1,RFM
Rony Fuego,Bem disposto,Artist Male,PT,2020,2020,,12-7-2021,15:15,15,Playlist,1,RFM
Topic ft. A7S,Breaking me,Colab,EN,2019,2010,169520510,12-7-2021,15:19,15,Playlist,1,RFM
Enrique Iglesias ft. Pitbull,Duele el corazon,Colab,ES,2016,2010,,12-7-2021,15:22,15,Playlist,1,RFM
Bryan Adams ft. Melanie C.,When you're gone,Colab,EN,1998,1990,,12-7-2021,15:25,15,Playlist,1,RFM
The Weeknd,Save your tears,Artist Male,EN,2020,2020,442823420,12-7-2021,15:34,15,Playlist,1,RFM
Valas ft. Raquel Tavares,Estradas no céu,Colab,PT,2018,2010,,12-7-2021,15:38,15,Playlist,1,RFM
"Joel Corry ft. Raye, David Guetta",Bed,Colab,EN,2021,2020,,12-7-2021,15:43,15,Playlist,1,RFM
Safri Duo,Played Alive,Band,EN,2001,2000,,12-7-2021,15:46,15,Playlist,1,RFM
"Justin Bieber ft. Daniel Caesar, Giveon",Peaches,Colab,EN,2021,2020,,12-7-2021,15:55,15,Playlist,1,RFM
Sia ft. Kendrick Lamar,The greatest,Colab,EN,2016,2010,,12-7-2021,15:59,15,Playlist,1,RFM
Agir ft. Fernando Daniel,Sem ti,Colab,PT,2020,2020,,12-7-2021,16:02,16,Playlist,1,RFM
Tiesto,The business,Artist Male,EN,2020,2020,,12-7-2021,16:05,16,Playlist,1,RFM
Virgul,I need this girl,Artist Male,PT,2020,2020,,12-7-2021,16:08,16,Playlist,1,RFM
Master KG ft. Nomcebo Zikode,Jerusalema,Colab,EN,2020,2020,423351001,12-7-2021,16:12,16,Playlist,1,RFM
Smashing Pumpkins,1979,Band,EN,1995,1990,,12-7-2021,16:15,16,Playlist,1,RFM
Maroon 5,Memories,Band,EN,2021,2020,747211450,12-7-2021,16:18,16,Playlist,1,RFM
Natiruts ft. Mónica Ferraz,"Sorri, Sou Rei",Colab,PT,2013,2010,1545065,12-7-2021,16:21,16,Playlist,1,RFM
Black Eyed Peas,Where is the love,Band,EN,2003,2000,,12-7-2021,16:26,16,Playlist,1,RFM
Twocolors,Lovefool,Band,EN,2020,2020,,12-7-2021,16:35,16,Playlist,1,RFM
Calema,Te amo,Artist Male,PT,2020,2020,36740404,12-7-2021,16:37,16,Playlist,1,RFM
Zoe Wees,Control,Artist Female,EN,2021,2020,,12-7-2021,16:42,16,Playlist,1,RFM
Coldplay,Higher power,Band,EN,2021,2020,,12-7-2021,16:46,16,Playlist,1,RFM
The Weeknd,In your eyes,Artist Male,EN,2020,2020,97839200,12-7-2021,16:58,16,Playlist,1,RFM
Expensive Soul,Eu não sei,Band,PT,2004,2000,,12-7-2021,17:02,17,Playlist,1,RFM
Ace of base,All that she wants,Band,EN,1992,1990,,12-7-2021,17:06,17,Playlist,1,RFM
Nico & Vinz,Am i wrong,Colab,EN,2013,2010,500061056,12-7-2021,17:09,17,Playlist,1,RFM
Beatriz Rosário,Ficamos por aqui,Artist Female,PT,2021,2020,,12-7-2021,17:13,17,Playlist,1,RFM
Silk Sonic,Leave the door open,Band,EN,2021,2020,334722364,12-7-2021,17:16,17,Playlist,1,RFM
Giulia Be ft. Luan Santana,inesquecível,Colab,PT,2020,2020,41438425,12-7-2021,17:19,17,Playlist,1,RFM
Surf Mesa ft. Emilee,Ily (i love you baby),Colab,EN,2019,2010,,12-7-2021,17:22,17,Playlist,1,RFM
DJ Snake ft. Justin Bieber,Taki Taki,Colab,EN,2019,2010,,12-7-2021,17:26,17,Playlist,1,RFM
Kygo ft. Whitney Houston,Higher love,Colab,EN,2019,2010,143312295,12-7-2021,17:29,17,Playlist,1,RFM
"Riton ft. Nightcrawlers, Mufasa e Hyperman",Friday,Colab,EN,2021,2020,,12-7-2021,17:40,17,Playlist,1,RFM
Amor Electro,Procura por mim,Band,PT,2018,2010,4454441,12-7-2021,17:43,17,Playlist,1,RFM
Imagine Dragons,Follow you,Band,EN,2021,2020,,12-7-2021,17:47,17,Playlist,1,RFM
"ATB ft. Topic, A7S",Your love (9PM),Colab,EN,2021,2020,,12-7-2021,17:59,17,Playlist,1,RFM
Robin Thicke ft. Pharrell Williams,Blurred lines,Colab,EN,2013,2010,,12-7-2021,18:01,18,Playlist,1,RFM
Syro,Acordar,Artist Male,PT,2020,2020,4083309,12-7-2021,18:05,18,Playlist,1,RFM
Justin Welligton,Iko iko,Artist Male,EN,2019,2010,26612049,12-7-2021,18:08,18,Playlist,1,RFM
Michael Jackson,Black or white,Artist Male,EN,1991,1990,,12-7-2021,18:11,18,Playlist,1,RFM
Diogo Piçarra ft. Bispo,Monarquia,Colab,PT,2021,2020,,12-7-2021,18:15,18,Playlist,1,RFM
Robin Schulz ft. Wes,Alane,Colab,EN,2020,2020,,12-7-2021,18:18,18,Playlist,1,RFM
Tribalistas,Velha infância,Band,PT,2002,2000,2606370,12-7-2021,18:21,18,Playlist,1,RFM
Lost Frequencies ft. Janieck Devy,Reality,Colab,EN,2015,2010,,12-7-2021,18:24,18,Playlist,1,RFM
The Weeknd,Save your tears,Artist Male,EN,2020,2020,442823420,12-7-2021,18:26,18,Playlist,1,RFM
Nena,Portas do sol,Artist Female,PT,2020,2020,,12-7-2021,18:30,18,Playlist,1,RFM
Survivor,Eye of the tiger,Band,EN,1982,1980,,12-7-2021,18:34,18,Playlist,1,RFM
Maluma,Hawai,Artist Male,ES,2020,2020,,12-7-2021,18:37,18,Playlist,1,RFM
Matias Damásio,O nosso beijo,Artist Male,PT,2021,2020,,12-7-2021,18:40,18,Playlist,1,RFM
Nickelback,Rockstar,Band,EN,2005,2000,,12-7-2021,18:44,18,Playlist,1,RFM
Jawsh 685 ft. Jason Derulo,Savage love,Colab,EN,2020,2020,,12-7-2021,18:58,18,Playlist,1,RFM
Noble,Honey,Artist Male,PT,2019,2010,,12-7-2021,19:01,19,Playlist,1,RFM
Ellie Goulding,Burn,Artist Female,EN,2013,2010,,12-7-2021,19:05,19,Playlist,1,RFM
Nininho Vaz Maia,Pega-te a mim,Artist Male,PT,2021,2020,,12-7-2021,19:09,19,Playlist,1,RFM
UB40,Red red wine,Band,EN,1983,1980,156423334,12-7-2021,19:11,19,Playlist,1,RFM
"Martin Garrix ft. Bono, The Edge",We are the people,Colab,EN,2021,2020,,12-7-2021,19:14,19,Playlist,1,RFM
Anselmo Ralph,O fim do mundo,Artist Male,PT,2020,2020,3150356,12-7-2021,19:17,19,Playlist,1,RFM
R3hab ft. Gattuso,Creep (clean remix),Colab,EN,2020,2020,,12-7-2021,19:20,19,Playlist,1,RFM
Calvin Harris ft. Dua Lipa,One kiss,Colab,EN,2018,2010,,12-7-2021,19:23,19,Playlist,1,RFM
Aurea,I didn't mean it,Artist Female,PT,2016,2010,,12-7-2021,19:27,19,Playlist,1,RFM
"Justin Bieber ft. Daniel Caesar, Giveon",Peaches,Colab,EN,2021,2020,,12-7-2021,19:36,19,Playlist,1,RFM
Carlão,Assobia para o lado,Artist Male,PT,2020,2020,,12-7-2021,19:39,19,Playlist,1,RFM
Pink ft. Willow Sage Heart,Cover me in sunshine,Colab,EN,2021,2020,42677453,12-7-2021,19:42,19,Playlist,1,RFM
Rihanna ,Umbrella,Artist Female,EN,2008,2000,,12-7-2021,19:44,19,Playlist,1,RFM
Maroon 5 ft. Megan Thee Stallion,Beautiful Mistakes,Colab,EN,2021,2020,,12-7-2021,19:48,19,Playlist,1,RFM
Zoe Wees,Control,Artist Female,EN,2021,2020,,12-7-2021,19:58,19,Playlist,1,RFM
Matt Simons,We can do better,Artist Male,EN,2018,2010,,12-7-2021,20:04,20,Wi-fi,1,RFM
Noble,Beautiful,Artist Male,PT,2021,2020,1346925,12-7-2021,20:07,20,Wi-fi,1,RFM
"Joel Corry ft. Raye, David Guetta",Bed,Colab,EN,2021,2020,,12-7-2021,20:12,20,Wi-fi,1,RFM
Justin Timberlake,What goes around... comes around,Artist Male,EN,2006,2000,,12-7-2021,20:15,20,Wi-fi,1,RFM
"Riton ft. Nightcrawlers, Mufasa e Hyperman",Friday,Colab,EN,2021,2020,,12-7-2021,20:19,20,Wi-fi,1,RFM
Agir,Minha flor,Artist Male,PT,2018,2010,,12-7-2021,20:23,20,Wi-fi,1,RFM
Sam Smith,Diamonds,Artist Male,EN,2020,2020,93891964,12-7-2021,20:27,20,Wi-fi,1,RFM
Lady Gaga,Poker face,Artist Female,EN,2008,2000,,12-7-2021,20:35,20,Wi-fi,1,RFM
The Weeknd,Blinding lights,Artist Male,EN,2020,2020,,12-7-2021,20:43,20,Wi-fi,1,RFM
Rony Fuego,Bem disposto,Artist Male,PT,2020,2020,,12-7-2021,20:51,20,Wi-fi,1,RFM
Raye ft. Rudimental,Regardless,Colab,EN,2020,2020,9647220,12-7-2021,21:00,21,Wi-fi,1,RFM
Calema,Te amo,Artist Male,PT,2020,2020,36740404,12-7-2021,21:03,21,Wi-fi,1,RFM
Tiesto,The business,Artist Male,EN,2020,2020,,12-7-2021,21:17,21,Wi-fi,1,RFM
Syro,Casa,Artist Male,PT,2021,2020,,12-7-2021,21:19,21,Wi-fi,1,RFM
David Guetta,Memories (remix 2021),Artist Male,EN,2021,2020,,12-7-2021,21:36,21,Wi-fi,1,RFM
Maroon 5 ft. Christina Aguilera,Moves like jagger,Colab,EN,2010,2010,,12-7-2021,21:40,21,Wi-fi,1,RFM
"ATB ft. Topic, A7S",Your love (9PM),Colab,EN,2021,2020,,12-7-2021,21:47,21,Wi-fi,1,RFM
Lewis Capaldi,Before you go,Artist Male,EN,2019,2010,,12-7-2021,22:03,22,Oceano Pacífico,1,RFM
Rui Veloso,Porto Covo,Artist Male,PT,1987,1980,,12-7-2021,22:06,22,Oceano Pacífico,1,RFM
Heart,These dreams,Band,EN,1985,1980,,12-7-2021,22:10,22,Oceano Pacífico,1,RFM
Alessia Cara,Scars to your beautiful,Artist Female,EN,2015,2010,,12-7-2021,22:14,22,Oceano Pacífico,1,RFM
Calema,A nossa vez,Artist Male,PT,2017,2010,,12-7-2021,22:17,22,Oceano Pacífico,1,RFM
Taylor Swift,Delicate,Artist Female,EN,2017,2010,,12-7-2021,22:21,22,Oceano Pacífico,1,RFM
Joe Cocker,Night calls,Artist Male,EN,1991,1990,,12-7-2021,22:24,22,Oceano Pacífico,1,RFM
Diogo Piçarra ft. Bispo,Monarquia,Colab,PT,2021,2020,,12-7-2021,22:28,22,Oceano Pacífico,1,RFM
Beyonce,Halo,Artist Female,EN,2008,2000,,12-7-2021,22:31,22,Oceano Pacífico,1,RFM
Heights,How do you talk to an angel,Band,EN,1992,1990,,12-7-2021,22:35,22,Oceano Pacífico,1,RFM
Dan ft. Shay,Speechless,Colab,EN,2018,2010,,12-7-2021,22:39,22,Oceano Pacífico,1,RFM
Colbie Caillat,Realize,Artist Female,EN,2007,2000,,12-7-2021,22:43,22,Oceano Pacífico,1,RFM
Michael Buble,Home,Artist Male,EN,2005,2000,,12-7-2021,22:47,22,Oceano Pacífico,1,RFM
Agir,Como ela é bela,Artist Male,PT,2008,2000,,12-7-2021,22:50,22,Oceano Pacífico,1,RFM
Dean Lewis,Stay Awake,Artist Male,EN,2019,2010,,12-7-2021,22:58,22,Oceano Pacífico,1,RFM
Ana Bacalhau ft. Diogo Piçarra,O erro mais bonito,Colab,PT,2019,2010,,12-7-2021,23:01,23,Oceano Pacífico,1,RFM
Coldplay,Trouble,Band,EN,2000,2000,,12-7-2021,23:04,23,Oceano Pacífico,1,RFM
Alec Benjamin,Let me down slowly,Artist Male,EN,2018,2010,,12-7-2021,23:08,23,Oceano Pacífico,1,RFM
Ana Vilela ft. David Carreira,Trem bala,Colab,PT,2020,2020,,12-7-2021,23:14,23,Oceano Pacífico,1,RFM
Jay Sean,Ride It,Artist Male,EN,2008,2000,,12-7-2021,23:17,23,Oceano Pacífico,1,RFM
Ed Sheeran,Castle on the hill,Artist Male,EN,2017,2010,,12-7-2021,23:21,23,Oceano Pacífico,1,RFM
Faith Hill,There you'll be,Artist Female,EN,2001,2000,,12-7-2021,23:25,23,Oceano Pacífico,1,RFM
Fernando Daniel ft. Melim,Se eu,Colab,PT,2020,2020,,12-7-2021,23:28,23,Oceano Pacífico,1,RFM
Sam Smith,How do you sleep,Artist Male,EN,2020,2020,,12-7-2021,23:32,23,Oceano Pacífico,1,RFM
Bárbara Bandeira,Nós os dois,Artist Female,PT,2019,2010,,12-7-2021,23:35,23,Oceano Pacífico,1,RFM
Adele,When we were young,Artist Female,EN,2015,2010,,12-7-2021,23:38,23,Oceano Pacífico,1,RFM
Mariah Carey,Hero,Artist Female,EN,1993,1990,,12-7-2021,23:43,23,Oceano Pacífico,1,RFM
Niall Horan,This town,Artist Male,EN,2017,2010,,12-7-2021,23:47,23,Oceano Pacífico,1,RFM
Bárbara Tinoco,Sei lá,Artist Female,PT,2019,2010,,12-7-2021,23:51,23,Oceano Pacífico,1,RFM
3 Doors Down,Here without you,Band,EN,2003,2000,652474553,12-7-2021,23:57,23,Oceano Pacífico,1,RFM
USA for Africa,We Are the World,Band,EN,1985,1980,,12-7-2021,00:00,0,Playlist,0,M80
Radar Kadafi,40º à Sombra,Band,PT,1987,1980,,12-7-2021,00:04,0,Playlist,0,M80
Vaya con Dios,Nah Neh Nah,Band,EN,1990,1990,,12-7-2021,00:10,0,Playlist,0,M80
Ar de Rock,Paixão,Band,PT,2010,2010,,12-7-2021,00:13,0,Playlist,0,M80
Dire Straits,Sultans of Swing,Band,EN,1978,1970,,12-7-2021,00:16,0,Playlist,0,M80
Susana Félix,Mais Olhos (Que Barriga),Artist Female,PT,1999,1990,,12-7-2021,00:21,0,Playlist,0,M80
Scorpions,You and I,Band,EN,1996,1990,,12-7-2021,00:27,0,Playlist,0,M80
Primitive Reason,Seven Fingered Friend,Band,PT,1996,1990,,12-7-2021,00:30,0,Playlist,0,M80
Prefab Sprout,Cars and Girls,Band,EN,1988,1980,,12-7-2021,00:34,0,Playlist,0,M80
Ala dos Namorados,Loucos de Lisboa,Band,PT,1994,1990,,12-7-2021,00:38,0,Playlist,0,M80
Survivor,Eye of the Tiger,Band,EN,1982,1980,,12-7-2021,00:43,0,Playlist,0,M80
Natiruts ft. Mónica Ferraz,"Sorri, Sou Rei",Colab,PT,2009,2000,1545065,12-7-2021,00:47,0,Playlist,0,M80
Amy MacDonald,This Is the Life,Artist Female,EN,2007,2000,,12-7-2021,00:50,0,Playlist,0,M80
Paulo Gonzo,Ser Suspeito,Artist Male,PT,1998,1990,,12-7-2021,00:55,0,Playlist,0,M80
Billy Idol,Hot in the City,Artist Male,EN,1982,1980,,12-7-2021,00:58,0,Playlist,0,M80
UHF,Rua do Carmo,Band,PT,1981,1980,724435,12-7-2021,01:01,1,Playlist,0,M80
Charles & Eddie,Would I Lie to You?,Band,EN,1992,1990,,12-7-2021,01:06,1,Playlist,0,M80
GNR,Morte ao Sol,Band,PT,1989,1980,,12-7-2021,01:09,1,Playlist,0,M80
Bob Marley,"No Woman, No Cry",Artist Male,EN,1974,1970,,12-7-2021,01:13,1,Playlist,0,M80
António Variações,Estou Além,Artist Male,PT,1983,1980,,12-7-2021,01:17,1,Playlist,0,M80
Michael Bolton,Said I Loved You... But I Lied,Artist Male,EN,1993,1990,175138732,12-7-2021,01:21,1,Playlist,0,M80
Taxi,É-me Igual,Band,PT,1981,1980,,12-7-2021,01:25,1,Playlist,0,M80
ABC,The Look of Love,Band,EN,1982,1980,15467712,12-7-2021,01:30,1,Playlist,0,M80
Miguel Araújo,Os Maridos das Outras,Artist Male,PT,2012,2010,,12-7-2021,01:33,1,Playlist,0,M80
Queen,A Kind of Magic,Band,EN,1986,1980,,12-7-2021,01:37,1,Playlist,0,M80
Clã,Problema de Expressão,Band,PT,1997,1990,,12-7-2021,01:42,1,Playlist,0,M80
Keane,Everybody's Changing,Band,EN,2004,2000,,12-7-2021,01:46,1,Playlist,0,M80
João Pedro Pais,Mentira,Artist Male,PT,1999,1990,,12-7-2021,01:50,1,Playlist,0,M80
Supertramp,It's Raining Again,Band,EN,1982,1980,,12-7-2021,01:53,1,Playlist,0,M80
Bryan Ferry,Slave to Love,Artist Male,EN,1986,1980,,12-7-2021,01:56,1,Playlist,0,M80
Gomo,Feeling Alive,Artist Male,PT,2004,2000,,12-7-2021,02:01,2,Playlist,0,M80
Aerosmith,Cryin',Band,EN,1993,1990,,12-7-2021,02:05,2,Playlist,0,M80
Entre Aspas,(Uma) Pequena Flor,Band,PT,1997,1990,,12-7-2021,02:09,2,Playlist,0,M80
Rolling Stones,(I Can't Get No) Satisfaction,Band,EN,1965,1960,,12-7-2021,02:14,2,Playlist,0,M80
Hands on Approach,My Wonder Moon,Band,PT,1999,1990,,12-7-2021,02:18,2,Playlist,0,M80
Billy Joel,The River of Dreams,Artist Male,EN,1993,1990,,12-7-2021,02:21,2,Playlist,0,M80
Pedro Abrunhosa,Fazer o que ainda Não Foi Feito,Artist Male,PT,2010,2010,,12-7-2021,02:25,2,Playlist,0,M80
Century,Lover Why,Band,EN,1985,1980,,12-7-2021,02:28,2,Playlist,0,M80
Anjos,A Vida Faz-me Bem,Band,PT,2006,2000,,12-7-2021,02:33,2,Playlist,0,M80
Cock Robin,When Your Heart Is Weak,Band,EN,1985,1980,32109106,12-7-2021,02:37,2,Playlist,0,M80
Rui Veloso,Todo o Tempo do Mundo,Artist Male,PT,1998,1990,,12-7-2021,02:40,2,Playlist,0,M80
Modjo,Lady (Hear Me Tonight),Band,EN,2000,2000,,12-7-2021,02:44,2,Playlist,0,M80
Deolinda,Seja Agora,Band,PT,2013,2010,,12-7-2021,02:48,2,Playlist,0,M80
Londonbeat,I've Been Thinking about You,Band,EN,1990,1990,,12-7-2021,02:52,2,Playlist,0,M80
Double,The Captain of Her Heart,Band,EN,1985,1980,,12-7-2021,02:55,2,Playlist,0,M80
Cutting Crew,(I Just) Died in Your Arms Tonight,Band,EN,1986,1980,,12-7-2021,02:59,2,Playlist,0,M80
Caetano Veloso,Sózinho (remix),Artist Male,PT,1998,1990,,12-7-2021,03:03,3,Playlist,0,M80
Eros Ramazzotti,Un'altra Te,Artist Male,IT,1993,1990,,12-7-2021,03:08,3,Playlist,0,M80
UHF,Cavalos de Corrida,Band,PT,1990,1990,,12-7-2021,03:11,3,Playlist,0,M80
Dire Straits,Lady Writer,Band,EN,1979,1970,,12-7-2021,03:15,3,Playlist,0,M80
Rádio Macau,Cidade Fantasma,Band,PT,1987,1980,,12-7-2021,03:18,3,Playlist,0,M80
Elton John,Sacrifice,Artist Male,EN,1989,1980,,12-7-2021,03:22,3,Playlist,0,M80
GNR,Impressões Digitais,Band,PT,1989,1980,,12-7-2021,03:26,3,Playlist,0,M80
Wham,Wake Me Up before You Go Go,Band,EN,1984,1980,,12-7-2021,03:30,3,Playlist,0,M80
The Gift,Primavera,Band,PT,2011,2010,,12-7-2021,03:34,3,Playlist,0,M80
Police,Every Breath You Take,Band,EN,1983,1980,,12-7-2021,03:38,3,Playlist,0,M80
António Variações,Canção de Engate,Artist Male,PT,1984,1980,8606525,12-7-2021,03:43,3,Playlist,0,M80
Madcon,Beggin',Band,EN,2007,2000,131027229,12-7-2021,03:47,3,Playlist,0,M80
Silence 4,Borrow,Band,PT,1998,1990,,12-7-2021,03:51,3,Playlist,0,M80
David Bowie,Modern Love,Artist Male,EN,1983,1980,,12-7-2021,03:55,3,Playlist,0,M80
Bruce Springsteen,Glory Days,Artist Male,EN,1984,1980,,12-7-2021,04:00,4,Playlist,0,M80
Da Weasel,Re-Tratamento,Band,PT,2004,2000,,12-7-2021,04:03,4,Playlist,0,M80
Queen,You Don't Fool Me,Band,EN,1995,1990,8608361,12-7-2021,04:08,4,Playlist,0,M80
Tribalistas,Velha Infância,Band,PT,2002,2000,2606370,12-7-2021,04:12,4,Playlist,0,M80
Supertramp,Breakfast in America,Band,EN,1979,1970,3156600,12-7-2021,04:16,4,Playlist,0,M80
Os Azeitonas,Quem És Tu Miúda,Band,PT,2007,2000,,12-7-2021,04:21,4,Playlist,0,M80
Richard Marx,Hazard,Artist Male,EN,1991,1990,,12-7-2021,04:24,4,Playlist,0,M80
Skank,Tão Seu,Band,PT,1996,1990,,12-7-2021,04:28,4,Playlist,0,M80
Prefab Sprout,The King of Rock 'n' Roll,Band,EN,1988,1980,6529001,12-7-2021,04:32,4,Playlist,0,M80
Pedro Abrunhosa,Não Posso Mais,Artist Male,PT,1994,1990,200688,12-7-2021,04:37,4,Playlist,0,M80
Desireless,Voyage Voyage,Artist Female,FR,1989,1980,,12-7-2021,04:41,4,Playlist,0,M80
Amarguinhas,Just Girls,Band,PT,1996,1990,,12-7-2021,04:46,4,Playlist,0,M80
Amy Winehouse,Rehab,Artist Female,EN,2006,2000,277741986,12-7-2021,04:50,4,Playlist,0,M80
Xutos & Pontapés,Contentores,Band,PT,1987,1980,,12-7-2021,04:55,4,Playlist,0,M80
Billy Idol,Mony Mony (live),Artist Male,EN,1981,1980,,12-7-2021,04:58,4,Playlist,0,M80
David Fonseca,Someone that Cannot Love,Artist Male,PT,2003,2000,402220,12-7-2021,05:02,5,Playlist,0,M80
Bryan Adams ft. Melanie C.,When You're Gone,Colab,EN,1998,1990,,12-7-2021,05:06,5,Playlist,0,M80
John Lennon,Imagine,Artist Male,EN,1971,1970,,12-7-2021,05:11,5,Playlist,0,M80
Lena d'Água,Demagogia,Artist Female,PT,1982,1980,,12-7-2021,05:16,5,Playlist,0,M80
Mike and the Mechanics,Over My Shoulder,Band,EN,1995,1990,,12-7-2021,05:19,5,Playlist,0,M80
Seu Jorge,Burguesinha,Artist Male,PT,2007,2000,,12-7-2021,05:23,5,Playlist,0,M80
Madonna,Like a Prayer,Artist Male,EN,1989,1980,,12-7-2021,05:26,5,Playlist,0,M80
Luís Represas,Feiticeira,Artist Male,PT,1996,1990,324823,12-7-2021,05:30,5,Playlist,0,M80
INXS,Never Tear Us Apart,Band,EN,1987,1980,,12-7-2021,05:35,5,Playlist,0,M80
GNR,Sub-16,Band,PT,1992,1990,107960,12-7-2021,05:41,5,Playlist,0,M80
U2,City of Blinding Lights,Band,EN,2004,2000,,12-7-2021,05:44,5,Playlist,0,M80
Heróis do Mar,Paixão,Band,PT,1983,1980,165946,12-7-2021,05:47,5,Playlist,0,M80
Black Eyed Peas,Where Is the Love,Band,EN,2003,2000,,12-7-2021,05:51,5,Playlist,0,M80
Gazebo,I Like Chopin,Artist Male,EN,1983,1980,,12-7-2021,05:55,5,Playlist,0,M80
Bill Medley,(I've Had) The Time of My Life,Artist Male,EN,1987,1980,,12-7-2021,06:00,6,Playlist,0,M80
Entre Aspas,Criatura da Noite,Band,PT,1993,1990,676794,12-7-2021,06:04,6,Playlist,0,M80
Depeche Mode,Enjoy the Silence,Band,EN,1990,1990,,12-7-2021,06:09,6,Playlist,0,M80
Rod Stewart,Da Ya Think I'm Sexy,Artist Male,EN,1978,1970,,12-7-2021,06:12,6,Playlist,0,M80
Paulo Gonzo,Falamos Depois,Artist Male,PT,2006,2000,,12-7-2021,06:18,6,Playlist,0,M80
Sheryl Crow,If It Makes You Happy,Artist Female,EN,1996,1990,,12-7-2021,06:23,6,Playlist,0,M80
Rozalla,Everybody's Free (To Feel Good),Artist Female,EN,1991,1990,,12-7-2021,06:27,6,Playlist,0,M80
Marisa Monte,Amor I Love You,Artist Female,PT,2000,2000,,12-7-2021,06:32,6,Playlist,0,M80
